Location,Month,Pollutant,Concentration
URNT GILL NEAR GRIMSTON MOO,05,17beta E2,0.0780
URNT GILL NEAR GRIMSTON MOO,05,245-T,4.0000
URNT GILL NEAR GRIMSTON MOO,05,2Phenoxyprop,0.0050
URNT GILL NEAR GRIMSTON MOO,05,4-CAA,0.0050
URNT GILL NEAR GRIMSTON MOO,05,4-nonPhenol,0.0400
URNT GILL NEAR GRIMSTON MOO,05,4Phenoxbutyr,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Acrb-slphn,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Acrb-slphx,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Aldicarb,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Alky pH 4.5,180.0000
URNT GILL NEAR GRIMSTON MOO,05,Aminomethylp,0.1000
URNT GILL NEAR GRIMSTON MOO,05,Ammonia(N),0.0300
URNT GILL NEAR GRIMSTON MOO,05,Asulam,0.0200
URNT GILL NEAR GRIMSTON MOO,05,Azoxystrobin,0.0200
URNT GILL NEAR GRIMSTON MOO,05,B-[a]-pyrene,0.0065
URNT GILL NEAR GRIMSTON MOO,05,B-[b]-fluora,0.0061
URNT GILL NEAR GRIMSTON MOO,05,B-[ghi]-pery,714.0000
URNT GILL NEAR GRIMSTON MOO,05,B-[k]-fluora,0.0031
URNT GILL NEAR GRIMSTON MOO,05,Benazolin,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Bentazone,0.0030
URNT GILL NEAR GRIMSTON MOO,05,C - Org Filt,301.0000
URNT GILL NEAR GRIMSTON MOO,05,Carbaryl,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Carbendazim,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Carbetamide,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Carbofuran,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Chloridazon,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Chloride Ion,58.0000
URNT GILL NEAR GRIMSTON MOO,05,Chloroxuran,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Chlortoluron,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Clopyralid,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Cond @ 25C,613.0000
URNT GILL NEAR GRIMSTON MOO,05,Cu BLM Bio,0.1900
URNT GILL NEAR GRIMSTON MOO,05,Cypermeth ID,1.0000
URNT GILL NEAR GRIMSTON MOO,05,Cypermethrin,0.0000
URNT GILL NEAR GRIMSTON MOO,05,DEHP,0.2000
URNT GILL NEAR GRIMSTON MOO,05,Dicamba,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Diflurobnzrn,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Diuron,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Ethiofencarb,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Ethirimol,0.0500
URNT GILL NEAR GRIMSTON MOO,05,Fenoprop,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Fenuron,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Fluoranthene,0.0099
URNT GILL NEAR GRIMSTON MOO,05,Fluoroxypyr,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Glyphosate,0.1000
URNT GILL NEAR GRIMSTON MOO,05,Imazapyr,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Ind123pyrene,746.0000
URNT GILL NEAR GRIMSTON MOO,05,Ioxynil,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Isoproturon,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Linuron,0.0100
URNT GILL NEAR GRIMSTON MOO,05,MCPA,0.0050
URNT GILL NEAR GRIMSTON MOO,05,MCPB,0.0050
URNT GILL NEAR GRIMSTON MOO,05,MR Screen,1.0000
URNT GILL NEAR GRIMSTON MOO,05,Mecoprop,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Methabnzthzn,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Methiocarb,0.0010
URNT GILL NEAR GRIMSTON MOO,05,Methomyl,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Metoxuron,0.0100
URNT GILL NEAR GRIMSTON MOO,05,MetsulfrnMyl,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Mn BLM Bio,160.0000
URNT GILL NEAR GRIMSTON MOO,05,Monuron,0.0100
URNT GILL NEAR GRIMSTON MOO,05,NH3 un-ion,0.0007
URNT GILL NEAR GRIMSTON MOO,05,Neburon,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Ni BLM Bio,1.5000
URNT GILL NEAR GRIMSTON MOO,05,Nitrate-N,3.7900
URNT GILL NEAR GRIMSTON MOO,05,Nitrite-N,0.0061
URNT GILL NEAR GRIMSTON MOO,05,O Diss %sat,9901.0000
URNT GILL NEAR GRIMSTON MOO,05,OestroneE1,0.4200
URNT GILL NEAR GRIMSTON MOO,05,Oxamyl,0.0050
URNT GILL NEAR GRIMSTON MOO,05,PFOS,0.0006
URNT GILL NEAR GRIMSTON MOO,05,Pb BLM Bio,0.8600
URNT GILL NEAR GRIMSTON MOO,05,Permethrn-Tr,0.0002
URNT GILL NEAR GRIMSTON MOO,05,Permethrn-cs,0.0001
URNT GILL NEAR GRIMSTON MOO,05,PhenoxytcAcd,0.0150
URNT GILL NEAR GRIMSTON MOO,05,Pichloram,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Propoxur,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Sulcotrione,0.1000
URNT GILL NEAR GRIMSTON MOO,05,Temp Water,13.9000
URNT GILL NEAR GRIMSTON MOO,05,TriBT Cation,0.0002
URNT GILL NEAR GRIMSTON MOO,05,TriPT Cation,0.0002
URNT GILL NEAR GRIMSTON MOO,05,Triclopyr,0.0050
URNT GILL NEAR GRIMSTON MOO,05,Triclosan,0.0100
URNT GILL NEAR GRIMSTON MOO,05,Zn BLM Bio,7.0000
URNT GILL NEAR GRIMSTON MOO,05,p-C-o-Cresol,0.0500
URNT GILL NEAR GRIMSTON MOO,05,pFoctanoate,0.0026
URNT GILL NEAR GRIMSTON MOO,05,pH,8.2000
URNT GILL NEAR GRIMSTON MOO,05,ptOctylPheno,0.0100
URNT GILL NEAR GRIMSTON MOO,06,"2,3.6667
URNT GILL NEAR GRIMSTON MOO,06,17alpha EE2,0.2000
URNT GILL NEAR GRIMSTON MOO,06,17beta E2,0.0300
URNT GILL NEAR GRIMSTON MOO,06,245-T,4.0000
URNT GILL NEAR GRIMSTON MOO,06,2Phenoxyprop,0.0050
URNT GILL NEAR GRIMSTON MOO,06,4-CAA,0.0050
URNT GILL NEAR GRIMSTON MOO,06,4-nonPhenol,0.0400
URNT GILL NEAR GRIMSTON MOO,06,4Phenoxbutyr,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Acrb-slphx,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Aldicarb,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Alky pH 4.5,190.0000
URNT GILL NEAR GRIMSTON MOO,06,Aminomethylp,0.1000
URNT GILL NEAR GRIMSTON MOO,06,Ammonia(N),0.0300
URNT GILL NEAR GRIMSTON MOO,06,Asulam,0.0200
URNT GILL NEAR GRIMSTON MOO,06,Azoxystrobin,0.0200
URNT GILL NEAR GRIMSTON MOO,06,B-[a]-pyrene,0.0530
URNT GILL NEAR GRIMSTON MOO,06,B-[b]-fluora,0.0530
URNT GILL NEAR GRIMSTON MOO,06,B-[ghi]-pery,714.0000
URNT GILL NEAR GRIMSTON MOO,06,B-[k]-fluora,0.0530
URNT GILL NEAR GRIMSTON MOO,06,Benazolin,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Bentazone,0.0030
URNT GILL NEAR GRIMSTON MOO,06,Bromoxynil,0.0050
URNT GILL NEAR GRIMSTON MOO,06,C - Org Filt,301.0000
URNT GILL NEAR GRIMSTON MOO,06,Carbaryl,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Carbendazim,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Carbetamide,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Carbofuran,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Chloridazon,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Chloride Ion,56.0000
URNT GILL NEAR GRIMSTON MOO,06,Chloroxuran,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Chlortoluron,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Clopyralid,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Cond @ 25C,662.0000
URNT GILL NEAR GRIMSTON MOO,06,Cu BLM Bio,0.5000
URNT GILL NEAR GRIMSTON MOO,06,Cypermeth ID,1.0000
URNT GILL NEAR GRIMSTON MOO,06,Cypermethrin,0.0001
URNT GILL NEAR GRIMSTON MOO,06,DEHP,0.2000
URNT GILL NEAR GRIMSTON MOO,06,Dicamba,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Diflurobnzrn,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Diuron,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Ethiofencarb,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Ethirimol,0.0500
URNT GILL NEAR GRIMSTON MOO,06,Fenoprop,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Fenuron,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Fluoranthene,0.0530
URNT GILL NEAR GRIMSTON MOO,06,Fluoroxypyr,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Glyphosate,0.1000
URNT GILL NEAR GRIMSTON MOO,06,Imazapyr,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Ind123pyrene,746.0000
URNT GILL NEAR GRIMSTON MOO,06,Ioxynil,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Isoproturon,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Linuron,0.0100
URNT GILL NEAR GRIMSTON MOO,06,MCPA,0.0050
URNT GILL NEAR GRIMSTON MOO,06,MCPB,0.0050
URNT GILL NEAR GRIMSTON MOO,06,MR Screen,1.0000
URNT GILL NEAR GRIMSTON MOO,06,Mecoprop,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Methabnzthzn,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Methiocarb,0.0010
URNT GILL NEAR GRIMSTON MOO,06,Methomyl,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Metoxuron,0.0100
URNT GILL NEAR GRIMSTON MOO,06,MetsulfrnMyl,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Mn BLM Bio,350.0000
URNT GILL NEAR GRIMSTON MOO,06,Monolinuron,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Monuron,0.0100
URNT GILL NEAR GRIMSTON MOO,06,NH3 un-ion,0.0007
URNT GILL NEAR GRIMSTON MOO,06,Neburon,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Ni BLM Bio,3.6000
URNT GILL NEAR GRIMSTON MOO,06,Nitrate-N,4.6000
URNT GILL NEAR GRIMSTON MOO,06,Nitrite-N,0.0040
URNT GILL NEAR GRIMSTON MOO,06,O Diss %sat,9901.0000
URNT GILL NEAR GRIMSTON MOO,06,OestroneE1,0.1000
URNT GILL NEAR GRIMSTON MOO,06,Oxamyl,0.0050
URNT GILL NEAR GRIMSTON MOO,06,PFOS,0.0055
URNT GILL NEAR GRIMSTON MOO,06,Pb BLM Bio,2.8000
URNT GILL NEAR GRIMSTON MOO,06,Permethrn-Tr,0.0001
URNT GILL NEAR GRIMSTON MOO,06,PhenoxytcAcd,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Pichloram,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Propoxur,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Sulcotrione,0.1000
URNT GILL NEAR GRIMSTON MOO,06,Temp Water,13.4000
URNT GILL NEAR GRIMSTON MOO,06,TriBT Cation,0.0002
URNT GILL NEAR GRIMSTON MOO,06,TriPT Cation,0.0002
URNT GILL NEAR GRIMSTON MOO,06,Triclopyr,0.0050
URNT GILL NEAR GRIMSTON MOO,06,Triclosan,0.0100
URNT GILL NEAR GRIMSTON MOO,06,Zn BLM Bio,22.0000
URNT GILL NEAR GRIMSTON MOO,06,p-C-o-Cresol,0.0500
URNT GILL NEAR GRIMSTON MOO,06,pFoctanoate,0.0016
URNT GILL NEAR GRIMSTON MOO,06,pH,8.2000
URNT GILL NEAR GRIMSTON MOO,06,ptOctylPheno,0.0100
URNT GILL NEAR GRIMSTON MOO,07,"2,3.6667
URNT GILL NEAR GRIMSTON MOO,07,17alpha EE2,0.0300
URNT GILL NEAR GRIMSTON MOO,07,17beta E2,0.0390
URNT GILL NEAR GRIMSTON MOO,07,245-T,4.0000
URNT GILL NEAR GRIMSTON MOO,07,2Phenoxyprop,0.0050
URNT GILL NEAR GRIMSTON MOO,07,4-CAA,0.0050
URNT GILL NEAR GRIMSTON MOO,07,4-nonPhenol,0.0400
URNT GILL NEAR GRIMSTON MOO,07,4Phenoxbutyr,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Acrb-slphn,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Acrb-slphx,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Aldicarb,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Alky pH 4.5,150.0000
URNT GILL NEAR GRIMSTON MOO,07,Aminomethylp,0.2000
URNT GILL NEAR GRIMSTON MOO,07,Ammonia(N),0.0460
URNT GILL NEAR GRIMSTON MOO,07,Asulam,0.0200
URNT GILL NEAR GRIMSTON MOO,07,Azoxystrobin,0.0200
URNT GILL NEAR GRIMSTON MOO,07,Benazolin,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Bentazone,0.0030
URNT GILL NEAR GRIMSTON MOO,07,Bromoxynil,0.0050
URNT GILL NEAR GRIMSTON MOO,07,C - Org Filt,301.0000
URNT GILL NEAR GRIMSTON MOO,07,Carbaryl,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Carbendazim,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Carbetamide,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Carbofuran,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Chloridazon,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Chloride Ion,45.0000
URNT GILL NEAR GRIMSTON MOO,07,Chloroxuran,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Chlortoluron,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Clopyralid,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Cond @ 25C,500.0000
URNT GILL NEAR GRIMSTON MOO,07,Cu BLM Bio,0.1500
URNT GILL NEAR GRIMSTON MOO,07,Cypermeth ID,1.0000
URNT GILL NEAR GRIMSTON MOO,07,Cypermethrin,0.0000
URNT GILL NEAR GRIMSTON MOO,07,DEHP,0.2000
URNT GILL NEAR GRIMSTON MOO,07,Dicamba,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Diflurobnzrn,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Diuron,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Ethiofencarb,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Ethirimol,0.0500
URNT GILL NEAR GRIMSTON MOO,07,Fenoprop,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Fenuron,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Flow Type,5.0000
URNT GILL NEAR GRIMSTON MOO,07,Fluoroxypyr,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Glyphosate,0.1000
URNT GILL NEAR GRIMSTON MOO,07,Imazapyr,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Ioxynil,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Isoproturon,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Linuron,0.0100
URNT GILL NEAR GRIMSTON MOO,07,MCPA,0.0050
URNT GILL NEAR GRIMSTON MOO,07,MCPB,0.0050
URNT GILL NEAR GRIMSTON MOO,07,MR Screen,1.0000
URNT GILL NEAR GRIMSTON MOO,07,Mecoprop,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Methabnzthzn,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Methiocarb,0.0010
URNT GILL NEAR GRIMSTON MOO,07,Methomyl,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Metoxuron,0.0100
URNT GILL NEAR GRIMSTON MOO,07,MetsulfrnMyl,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Mn BLM Bio,5.0000
URNT GILL NEAR GRIMSTON MOO,07,Monolinuron,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Monuron,0.0100
URNT GILL NEAR GRIMSTON MOO,07,NH3 un-ion,0.0010
URNT GILL NEAR GRIMSTON MOO,07,Neburon,0.0100
URNT GILL NEAR GRIMSTON MOO,07,Ni BLM Bio,0.4200
URNT GILL NEAR GRIMSTON MOO,07,Nitrate-N,2.1700
URNT GILL NEAR GRIMSTON MOO,07,Nitrite-N,0.0300
URNT GILL NEAR GRIMSTON MOO,07,O Diss %sat,9901.0000
URNT GILL NEAR GRIMSTON MOO,07,OestroneE1,0.3700
URNT GILL NEAR GRIMSTON MOO,07,Oxamyl,0.0050
URNT GILL NEAR GRIMSTON MOO,07,PFOS,0.0007
URNT GILL NEAR GRIMSTON MOO,07,Pb BLM Bio,0.0300
URNT GILL NEAR GRIMSTON MOO,07,Permethrn-Tr,0.0001
URNT GILL NEAR GRIMSTON MOO,07,Permethrn-cs,0.0001
URNT GILL NEAR GRIMSTON MOO,07,PhenoxytcAcd,0.0960
URNT GILL NEAR GRIMSTON MOO,07,Pichloram,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Propoxur,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Sulcotrione,0.1000
URNT GILL NEAR GRIMSTON MOO,07,Temp Water,12.6000
URNT GILL NEAR GRIMSTON MOO,07,TriBT Cation,0.0002
URNT GILL NEAR GRIMSTON MOO,07,TriPT Cation,0.0002
URNT GILL NEAR GRIMSTON MOO,07,Triclopyr,0.0050
URNT GILL NEAR GRIMSTON MOO,07,Triclosan,0.0260
URNT GILL NEAR GRIMSTON MOO,07,Zn BLM Bio,0.4700
URNT GILL NEAR GRIMSTON MOO,07,p-C-o-Cresol,0.0500
URNT GILL NEAR GRIMSTON MOO,07,pFoctanoate,0.0017
URNT GILL NEAR GRIMSTON MOO,07,pH,8.2000
URNT GILL NEAR GRIMSTON MOO,07,ptOctylPheno,0.0100
URNT GILL NEAR GRIMSTON MOO,08,Flow Type,1.0000
URNT GILL NEAR GRIMSTON MOO,08,NO FLOW/SAMP,0.0000
URTON FLEMING HOUSING SITE ST,01,Ammonia(N),0.5000
URTON FLEMING HOUSING SITE ST,01,BOD ATU,1.9000
URTON FLEMING HOUSING SITE ST,02,Ammonia(N),0.5000
URTON FLEMING HOUSING SITE ST,02,BOD ATU,1.9000
URTON FLEMING HOUSING SITE ST,03,Ammonia(N),0.5000
URTON FLEMING HOUSING SITE ST,03,BOD ATU,1.9000
URTON FLEMING HOUSING SITE ST,04,Ammonia(N),0.5000
URTON FLEMING HOUSING SITE ST,04,BOD ATU,3.0000
URTON FLEMING HOUSING SITE ST,05,Ammonia(N),0.5000
URTON FLEMING HOUSING SITE ST,05,BOD ATU,2.0000
URTON FLEMING HOUSING SITE ST,06,Ammonia(N),0.5000
URTON FLEMING HOUSING SITE ST,06,BOD ATU,3.0000
URTON FLEMING HOUSING SITE ST,07,Ammonia(N),1.2000
URTON FLEMING HOUSING SITE ST,07,BOD ATU,8.0000
URTON FLEMING HOUSING SITE ST,08,Ammonia(N),0.5000
URTON FLEMING HOUSING SITE ST,08,BOD ATU,3.0000
URTON FLEMING HOUSING SITE ST,09,Ammonia(N),0.5000
URTON FLEMING HOUSING SITE ST,09,BOD ATU,3.0000
URTON FLEMING HOUSING SITE ST,10,Ammonia(N),0.5000
URTON FLEMING HOUSING SITE ST,10,BOD ATU,6.0000
URTON FLEMING HOUSING SITE ST,11,Ammonia(N),0.5000
URTON FLEMING HOUSING SITE ST,11,BOD ATU,4.0000
URTON GRANGE HAWNBY HELMESLEY 280,01,Alky pH 4.5,160.0000
URTON GRANGE HAWNBY HELMESLEY 280,01,Ammonia(N),0.0300
URTON GRANGE HAWNBY HELMESLEY 280,01,Chloride Ion,33.0000
URTON GRANGE HAWNBY HELMESLEY 280,01,Cond @ 25C,337.0000
URTON GRANGE HAWNBY HELMESLEY 280,01,Nitrate-N,5.5000
URTON GRANGE HAWNBY HELMESLEY 280,01,Nitrite-N,0.0040
URTON GRANGE HAWNBY HELMESLEY 280,01,O Diss %sat,9901.0000
URTON GRANGE HAWNBY HELMESLEY 280,01,Temp Water,8.6000
URTON GRANGE HAWNBY HELMESLEY 280,01,pH,7.8300
URTON GRANGE HAWNBY HELMESLEY 280,04,"1,1.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,"2,1094.4444
